name,order,period,rade,tran_depth_ppm,tran_dur_hr,masse,masse_est,semi_au,st_mass,st_rad,st_teff,st_log_lum,Kmag,insol,t_eq,esm,disposition
TOI-2267.03,545,2.28910,0.91314,1384.62286,0.83440,,0.70171,0.02030,0.21305,0.24274,3022.00000,-2.35383,9.45900,10.74201,503.88476,2.19017,Candidate
TOI-2274.02,546,1.11880,1.44174,427.00000,1.11900,,2.67178,0.01791,0.61246,0.63072,3943.00000,-1.06232,8.34200,270.02515,1128.26452,6.67318,Candidate
TOI-521.01,548,1.54285,1.96530,2154.48558,1.19589,,4.52094,0.01947,0.41390,0.42003,3465.00000,-1.63994,10.08900,60.41710,775.97879,7.75232,Candidate
K2-383 b,550,1.86596,1.56400,383.00000,1.96320,,3.06775,0.03025,1.06100,0.80400,5129.00000,-0.39685,10.45600,438.11654,1273.37785,2.05919,Confirmed
K2-394 b,551,5.09572,1.69200,714.00000,1.77200,,3.50608,0.04531,0.47800,0.63100,4938.00000,-0.85841,9.56800,28.50680,797.71490,2.24553,Confirmed
K2-391 b,552,4.62265,1.37100,493.15188,2.70000,,2.45305,0.04950,0.75700,0.56600,5543.00000,0.39142,10.70500,1005.28190,1567.22678,3.09541,Confirmed
K2-396 b,553,0.67386,1.57900,247.58666,1.60000,,3.11787,0.01481,0.95400,0.92000,5236.00000,-0.23007,10.81100,2684.87102,2003.50640,2.33083,Confirmed
K2-376 b,554,5.77647,1.73600,191.86600,2.10000,,3.66228,0.06101,0.90800,1.14900,5937.00000,0.18908,9.00700,415.20178,1256.39060,1.64937,Confirmed
TOI-1208.01,557,3.42394,1.75815,443.63914,1.96010,,3.74196,0.04416,0.98000,0.82302,5547.00000,-0.23825,9.44900,296.26562,1154.72931,2.87269,Candidate
TOI-4405.02,559,1.09292,1.36000,377.43164,1.52585,,2.41972,0.01826,0.68000,0.68702,4361.00000,-0.81302,10.55200,461.29635,1289.89656,2.42157,Candidate
TOI-5388.01,560,2.59468,1.89426,1070.00000,0.31300,,4.24699,0.02434,0.28572,0.31000,3495.00000,-1.88047,8.31900,3.30230,604.39251,4.30475,Confirmed
TOI-5392.01,561,17.53133,1.67106,306.00000,4.33400,,3.43275,0.13029,0.96000,0.90145,5464.00000,-0.18538,7.04200,38.44194,693.04463,1.89399,Candidate
TOI-5395.01,562,6.58118,1.80928,267.00000,2.98200,,3.92860,0.07348,1.22200,1.17186,6269.00000,0.28124,8.93800,353.92344,1207.22219,2.06381,Candidate
TOI-5402.01,563,3.31740,1.44885,462.37836,3.02127,,2.69419,0.03828,0.68000,0.67784,4363.00000,-0.82391,10.58200,102.36199,885.30834,1.35796,Candidate
TOI-1756.01,565,2.78301,1.71046,916.26407,1.74063,,3.57128,0.03185,0.55645,0.56261,3756.00000,-1.24599,9.96300,55.95275,761.22886,2.99955,Candidate
K2-183 b,567,0.46929,1.10000,215.20000,1.54080,,1.36760,0.01159,0.94222,0.87000,5482.00000,-0.13772,11.02100,5424.79708,2388.66779,2.24785,Confirmed
TOI-233.02,575,7.20114,1.70560,1662.83983,2.14447,,3.55407,0.05235,0.36905,0.38027,3568.00000,-1.67542,9.09100,7.70510,463.71848,1.83863,Candidate
TOI-4643.02,577,10.73870,1.71689,803.35391,1.53176,,3.59410,0.07638,0.51558,0.51802,3782.00000,-1.30572,8.55000,8.47739,474.92540,1.15819,Candidate
TOI-5489.01,578,3.15221,1.46246,1039.76702,1.46378,,2.73730,0.03124,0.40938,0.41596,3547.00000,-1.60776,9.46300,25.28106,624.10648,2.66945,Candidate
TOI-5507.01,579,1.50682,0.97401,734.05121,0.86255,,0.88430,0.01799,0.34215,0.35688,3514.00000,-1.75706,8.56700,54.05509,754.69077,4.87095,Candidate
TOI-5519.01,580,5.85126,1.35620,1275.09933,1.84171,,2.40827,0.04485,0.35158,0.36505,3443.00000,-1.77285,9.43100,8.38677,473.65111,1.36899,Candidate
TOI-5525.01,581,2.75216,1.38208,1025.53912,0.96078,,2.48681,0.02860,0.41185,0.41818,3288.00000,-1.73485,9.33200,22.51902,606.31351,2.83039,Candidate
TOI-5530.01,582,0.47744,1.11803,423.15328,0.95252,,1.44967,0.00963,0.52263,0.52544,3888.00000,-1.24536,9.41000,612.93113,1384.88209,6.02275,Candidate
TOI-5531.01,583,4.53523,1.75362,195.40487,3.07335,,3.72562,0.05433,1.04000,1.10259,5788.42000,0.08977,7.66500,416.61181,1257.45593,3.21545,Candidate
TOI-5553.01,587,1.76172,1.55101,356.40298,1.92807,,3.02461,0.02604,0.75900,0.81434,4732.72000,-0.52325,9.23300,442.04222,1276.22080,3.72374,Candidate
WASP-132 c,590,1.01154,1.84100,640.68930,1.49100,6.26000,,0.01833,0.78900,0.75800,4686.00000,-0.57512,9.67400,791.00000,1476.38167,7.15405,Confirmed
HD 260655 b,594,2.76953,1.24000,712.00000,1.15000,2.14000,,0.02933,0.43900,0.43900,3803.00000,-1.43997,5.86200,42.20000,709.43294,12.61018,Confirmed
HD 260655 c,595,5.70588,1.53300,821.00000,0.98000,3.09000,,0.04749,0.43900,0.43900,3803.00000,-1.43997,5.86200,16.10000,557.52750,7.11701,Confirmed
TOI-5383.01,598,2.81150,1.40412,90.00000,3.35000,,2.55452,0.04413,1.45000,1.47473,6768.00000,0.61396,7.30600,2111.46557,1886.71316,2.87786,Candidate
TOI-1792.01,599,8.81649,1.28805,170.00000,3.89500,,2.20641,0.08268,0.97000,0.98915,5502.54000,-0.09253,7.52100,118.21853,917.76452,1.67516,Candidate
TOI-2079.02,600,9.31741,1.93620,1170.00000,1.58500,,4.40785,0.06778,0.47851,0.48055,3577.00000,-1.46775,8.61000,7.41400,459.27523,1.55041,Candidate
TOI-1659.02,606,3.39857,1.18102,171.00000,2.19700,,1.76433,0.04564,1.09800,1.00568,5977.00000,0.06555,8.70200,558.30941,1352.94025,1.91968,Candidate
TOI-5700.01,607,1.78128,1.84822,540.00000,2.26100,,4.07321,0.02796,0.91900,0.81678,5329.00000,-0.31451,9.21100,620.05160,1388.88676,5.75107,Candidate
HD 93963 A b,608,1.03761,1.46954,210.00000,1.81560,2.80000,,0.02061,1.08440,1.03110,5908.00000,0.06781,7.77600,2898.00000,2015.92041,6.99849,Confirmed
TOI-5707.01,613,2.03643,1.60834,268.00000,1.84700,,3.21685,0.03121,0.97800,0.93341,5553.00000,-0.12705,8.65700,766.21056,1464.35681,3.84502,Candidate
TOI-5709.01,614,3.38102,1.49789,797.26175,1.90125,,2.85087,0.03484,0.49368,0.49559,3600.00000,-1.42985,8.92000,30.61338,654.69301,2.96499,Candidate
TOI-5715.01,615,6.28230,1.30792,596.09907,2.00553,,2.26453,0.05284,0.49879,0.50074,3827.00000,-1.31465,9.38600,17.35292,568.07150,1.07498,Candidate
TOI-5730.01,617,1.92712,1.42616,898.68213,1.45304,,2.62296,0.02342,0.46155,0.46417,3572.00000,-1.50031,8.93300,57.60387,766.78357,5.13679,Candidate
TOI-5735.01,618,2.12082,0.83784,1148.87732,0.84278,,0.51546,0.01824,0.17989,0.21091,3222.00000,-2.36462,9.79800,12.98643,528.36295,1.68443,Candidate
TOI-5736.01,619,0.64899,1.61685,561.92980,1.05860,,3.24581,0.01217,0.57106,0.57954,3949.00000,-1.13320,10.00400,496.76805,1314.00885,5.43214,Candidate
TOI-5738.01,620,0.76813,1.30406,491.43502,0.99921,,2.25317,0.01355,0.56282,0.56991,3717.00000,-1.25292,10.03100,304.12271,1162.31032,4.03005,Candidate
TOI-5740.01,621,1.68944,1.38215,318.77568,1.33591,,2.48702,0.02486,0.71800,0.78825,4552.00000,-0.61917,10.34700,388.93279,1236.02859,1.97086,Candidate
TOI-5387.01,622,2.80375,1.27650,70.00000,2.77100,,2.17292,0.04680,1.74000,1.52397,7531.00000,0.82806,7.84000,3072.52156,2072.20927,1.78453,Candidate
LP 890-9 b,625,2.72990,1.32000,6238.00000,0.84570,,2.30015,0.01875,0.11800,0.15560,2850.00000,-2.84134,11.34400,4.09000,396.02650,1.71386,Confirmed
TOI-5788.01,630,16.21343,1.98530,530.00000,3.55100,,4.59933,0.12579,1.01000,0.85605,5664.00000,-0.16782,8.57700,42.94611,712.50979,1.67130,Candidate
TOI-5788.02,631,6.33461,1.52532,330.00000,3.34100,,2.94004,0.06722,1.01000,0.85605,5664.00000,-0.16782,8.57700,150.35925,974.63593,2.20436,Candidate
HD 23472 c,635,29.79749,1.87000,671.00000,2.94000,3.41000,,0.16460,0.67000,0.71000,4684.00000,-0.62525,7.20700,7.96000,478.66587,1.41666,Confirmed
HD 23472 f,636,12.16218,1.13700,317.00000,2.82000,0.77000,,0.09060,0.67000,0.71000,4684.00000,-0.62525,7.20700,26.30000,645.18354,1.78892,Confirmed
HD 23472 d,637,3.97664,0.75000,142.00000,1.99000,0.55000,,0.04298,0.67000,0.71000,4684.00000,-0.62525,7.20700,117.00000,936.72945,2.05314,Confirmed
HD 23472 e,638,7.90754,0.81800,217.00000,2.48000,0.72000,,0.06800,0.67000,0.71000,4684.00000,-0.62525,7.20700,46.70000,744.71984,1.81418,Confirmed
TOI-1468 b,646,1.88051,1.28000,1214.00670,1.19117,3.21000,,0.02079,0.33900,0.34400,3496.00000,-1.79724,8.49700,36.00000,685.99536,6.49738,Confirmed
HD 20329 b,648,0.92612,1.72000,221.00000,1.26000,7.42000,,0.01800,0.90000,1.13000,5596.00000,0.04922,7.11600,3474.00000,2134.16811,11.57432,Confirmed
TOI-2104.05,650,9.56111,1.67909,381.55676,3.01281,,3.46078,0.08184,0.80000,0.72376,4907.00000,-0.56286,8.65200,40.85011,703.65241,1.33368,Candidate
TOI-5949.01,651,1.88260,1.40864,337.00000,1.71200,,2.56850,0.02804,0.83000,0.77980,4996.00000,-0.46685,7.71900,434.04767,1270.41097,6.56712,Candidate
TOI-5955.01,652,0.59024,1.68029,518.72410,1.04505,,3.46499,0.01149,0.58062,0.59092,3844.00000,-1.16311,8.27400,520.45148,1329.39775,11.75309,Candidate
TOI-5961.01,653,1.61749,1.31341,342.18521,1.28093,,2.28067,0.02274,0.60000,0.70171,3900.68000,-0.98843,7.03400,198.51966,1044.74611,8.48326,Candidate
TOI-5974.01,654,1.72669,1.21270,1037.78158,0.90514,,1.93995,0.02002,0.35920,0.37168,3487.00000,-1.73515,8.55800,45.89743,724.44758,6.27875,Candidate
TOI-5978.01,656,0.73948,1.30977,153.53190,1.24737,,2.26998,0.01599,0.99800,0.97708,5632.00000,-0.06280,8.59600,3383.25324,2122.72388,4.00491,Candidate
TOI-5983.01,657,1.02719,1.37552,863.09120,0.98900,,2.46681,0.01457,0.39128,0.39982,3406.00000,-1.71259,10.40400,91.27169,860.28806,3.52666,Candidate
TOI-5985.01,658,2.41577,1.53564,242.49923,2.17008,,2.97390,0.03250,0.78500,0.77458,4837.00000,-0.52887,9.26700,280.06543,1138.60938,1.95737,Candidate
TOI-5991.01,659,7.08932,1.62791,127.61123,3.37954,,3.28360,0.07455,1.10000,1.24177,5983.00000,0.25045,7.91100,320.26120,1177.43234,1.59372,Candidate
TOI-5997.01,660,5.65502,1.58742,356.81369,1.78185,,3.14616,0.05619,0.74000,0.70477,4674.00000,-0.67046,7.67700,67.64919,798.22537,2.87006,Candidate
TOI-6000.01,661,0.44896,1.01526,674.82770,0.76375,,1.02607,0.00821,0.36589,0.37751,3419.00000,-1.75585,10.86600,260.47043,1118.14850,3.89153,Candidate
TOI-1136 b,664,4.17270,1.90000,323.81363,2.07000,3.50000,,0.05106,1.02200,0.96800,5770.00000,-0.02687,8.03400,360.55239,1212.83570,4.21825,Confirmed
TOI-6018.01,668,2.33225,1.90234,571.31389,1.44076,,4.27780,0.03222,0.82000,0.70895,4983.53000,-0.55393,8.97300,269.11977,1127.31757,4.99456,Candidate
TOI-6026.01,669,1.27578,1.28490,230.00000,1.31300,,2.19728,0.02063,0.72000,0.79113,4540.43000,-0.62042,7.40200,562.91420,1355.72133,6.55161,Candidate
EPIC 211754962.01,672,3.41065,1.65000,494.00000,1.94400,,3.35961,0.03684,0.64555,0.70100,3985.00000,-0.98499,11.01000,70.48253,822.55671,1.12239,Candidate
TOI-6058.01,674,2.36737,1.78189,550.00000,1.04500,,3.82816,0.03072,0.69000,0.70918,4403.00000,-0.76880,7.89500,180.46714,1020.13915,7.50390,Candidate
TOI-6061.01,675,8.13091,1.52252,313.00000,3.31300,,2.93090,0.07913,1.00000,0.97362,5639.00000,-0.06372,7.90800,137.89417,953.77591,2.72931,Candidate
K2-154 b,676,3.67626,1.99000,1100.00000,1.70000,,4.61781,0.04050,0.65000,0.63000,4097.00000,-1.01773,10.36800,57.50000,769.83893,2.75489,Confirmed
K2-68 b,678,8.05428,1.58000,668.00000,2.72000,,3.12122,0.07080,0.73000,0.67500,4746.00000,-0.67323,10.53000,41.00000,709.96305,1.04877,Confirmed
Kepler-917 b,679,2.97041,1.91000,530.70000,2.21610,,4.30707,0.03780,0.80000,0.76000,5418.00000,0.76372,14.00500,228.11000,2221.99961,1.28302,Confirmed
K2-81 b,681,6.10233,1.97000,1076.00000,2.15000,,4.53930,0.05900,0.74527,0.63466,4674.13000,-0.56890,11.31600,62.90000,825.86464,1.75954,Confirmed
K2-83 c,682,9.99767,1.48300,1462.00000,2.77000,,2.80290,0.07131,0.48400,0.42400,3910.00000,-1.20362,10.76500,7.42000,521.29032,1.02024,Confirmed
EPIC 206042996 b,684,5.29860,1.70000,1970.00000,3.14400,,3.53428,0.04917,0.56500,0.50000,4114.00000,-0.97996,13.07100,43.30917,714.01089,1.16229,Confirmed
K2-50 b,685,8.75290,1.59000,1337.00000,2.68000,,3.15483,0.07050,0.61100,0.54600,4326.00000,-0.87356,11.66400,18.80000,633.97965,1.01502,Confirmed
K2-88 b,686,4.61220,1.23000,2194.00000,1.03900,,2.04026,0.03450,0.25800,0.25600,3537.00000,-1.54478,11.24000,7.80000,615.82219,2.39631,Confirmed
K2-35 c,687,5.60835,1.93000,938.00000,1.79760,,4.38392,0.05500,0.70197,0.61957,4402.71000,-0.71881,11.42300,68.00000,784.65010,1.38626,Confirmed
K2-191 b,688,2.85865,1.57889,308.00000,2.23200,,3.11751,0.03807,0.90099,0.83970,5176.00000,-0.34502,11.07700,311.70124,1169.48461,1.04864,Confirmed
K2-49 b,689,2.77065,1.93000,2090.00000,2.30700,,4.38392,0.03090,0.51000,0.45000,4175.00000,-0.77386,12.72900,59.00000,1014.18139,3.24784,Confirmed
K2-126 b,690,7.38565,1.97000,882.00000,2.58720,,4.53930,0.06560,0.69000,0.65000,4339.00000,-0.87762,9.71200,35.30000,655.69664,1.80719,Confirmed
K2-86 b,691,8.77683,1.96000,865.00000,2.75000,,4.50024,0.07700,0.79000,0.76000,5482.00000,-0.38611,10.92700,78.00000,803.13216,1.30553,Confirmed
Kepler-1669 c,692,1.60932,1.90121,728.50000,1.56750,,4.27347,0.02280,0.60900,0.60300,4224.00000,-0.80265,13.20000,199.28000,1161.26130,1.17937,Confirmed
K2-349 b,693,9.03218,1.38000,1028.00000,3.25000,,2.48046,0.06912,0.54000,0.49000,4385.00000,-0.36582,12.20400,90.15320,857.64027,1.32091,Confirmed
Kepler-1855 b,694,0.72733,1.21620,397.60000,0.93320,,1.96012,0.01150,0.38500,0.35600,3460.00000,-1.29490,12.03200,86.97000,1231.64616,1.58885,Confirmed
K2-385 b,695,2.38087,1.53900,506.00000,1.92000,,2.98496,0.03402,0.92700,0.76100,4844.00000,-0.51852,12.23700,261.75820,1119.52798,1.00448,Confirmed
EPIC 206215704.01,696,3.11594,1.59000,1620.00000,0.98400,,3.15483,0.03448,,0.36700,4231.00000,-0.91371,12.76700,,885.88275,1.80964,Candidate
EPIC 212330265.01,698,4.17458,1.08000,1339.00000,1.96800,,1.28055,0.01966,0.53530,0.28000,3620.00000,-1.34720,11.65500,26.49212,913.99558,3.26352,Candidate
EPIC 210659688.01,701,2.35765,1.95000,4483.17138,,,4.46133,0.02396,,0.26700,3655.00000,-1.94073,12.69400,,588.29341,2.08828,Candidate
EPIC 201596733.01,702,2.89653,1.45000,3274.00000,1.59840,,2.69783,0.01418,0.52140,0.24200,3556.00000,-1.49877,10.76300,39.03149,986.33827,14.54389,Candidate
EPIC 210564155.01,703,4.86496,1.09000,1561.00000,1.27200,,1.32356,0.03119,0.27526,0.26100,3407.00000,-1.96503,10.99300,8.11452,508.47226,1.07289,Candidate
EPIC 210696763.02,704,5.76808,1.19000,2090.00000,1.80000,,1.81291,0.02571,0.30678,0.24900,3338.00000,-1.92421,11.71500,6.60938,573.43332,1.58582,Candidate
EPIC 214254518.01,705,5.05903,1.03802,232.75887,,,1.11092,0.04183,0.67000,0.62377,4455.00000,-0.85987,9.33800,78.90150,829.52829,1.01449,Candidate
EPIC 216892056.01,706,2.78601,1.90000,1720.07452,0.49920,,4.26886,0.03009,0.46848,0.42000,3528.00000,-1.50950,9.12900,34.16133,672.88921,6.44519,Candidate
EPIC 205152172.01,707,0.98029,1.81000,586.83316,,,3.93125,0.01911,0.66424,0.68500,4063.00000,-0.91841,10.52400,443.77702,1186.55581,3.56444,Candidate
EPIC 210696763.03,708,7.98471,1.19000,2020.00000,1.92000,,1.81291,0.03184,0.30678,0.24900,3338.00000,-1.92421,11.71500,4.28410,515.22041,1.07136,Candidate
EPIC 212141021.01,709,2.91825,1.65000,402.00000,2.20800,,3.35961,0.03212,0.82800,0.77600,4996.93000,-0.48442,11.24200,232.75536,1175.11594,1.33558,Candidate
EPIC 201546136.01,710,1.96712,1.73000,361.00000,2.71200,,3.64082,0.01690,,0.82600,5063.00000,-0.45469,11.95100,,1647.86712,1.54401,Candidate
Kepler-113 b,711,4.75400,1.82000,748.70000,2.50370,11.70000,,0.05123,0.75000,0.69000,4725.00000,-0.57598,11.25500,105.33300,882.67881,1.45276,Confirmed
Kepler-1646 b,712,4.48558,1.23000,2265.00000,0.82080,,2.04026,0.02950,0.24000,0.26000,3299.00000,-1.77984,12.02900,4.20000,581.68635,1.58051,Confirmed
Kepler-674 b,713,2.24338,1.69000,821.70000,1.02050,,3.49905,0.02800,0.60000,0.57000,4192.00000,-0.90665,12.39400,146.51100,987.00275,1.39970,Confirmed
Kepler-445 d,714,8.15275,1.25000,16536.00000,1.38600,,2.09691,0.04390,0.18000,0.21000,3157.00000,-2.09994,12.61000,4.31400,396.59078,2.22211,Confirmed
Kepler-198 d,715,1.31184,1.53000,262.80000,1.77290,,2.95538,0.02342,0.97000,0.93000,5636.00000,-0.10890,12.02700,1444.51600,1708.21068,1.01218,Confirmed
Kepler-638 b,716,6.07973,1.83000,289.80000,7.34310,,4.00529,0.06695,0.88000,0.93000,5382.00000,0.53162,11.68300,872.56700,1460.79606,1.06649,Confirmed
Kepler-1313 b,717,3.83309,1.76000,461.40000,1.37200,,3.74866,0.04619,0.92000,0.85000,5453.00000,-0.32480,10.08800,227.19800,1074.20185,1.96869,Confirmed
Kepler-445 b,718,2.98415,1.58000,2598.00000,1.03040,,3.12122,0.02170,0.18000,0.21000,3157.00000,-2.09994,12.61000,17.65700,564.08560,1.33308,Confirmed
TOI-6066.01,721,1.83310,1.87855,168.00000,2.74200,,4.18737,0.03160,1.25300,1.65430,6335.00000,0.59891,8.10200,3976.33223,2210.19476,5.08519,Candidate
TOI-6074.01,722,12.13245,1.56909,171.27643,1.57517,,3.08472,0.10536,1.06000,1.01593,5865.00000,0.04149,5.95400,99.11654,878.20601,2.91518,Candidate
TOI-1446.02,724,4.50574,1.71331,428.74565,1.88567,,3.58139,0.05112,0.87800,0.83031,5180.00000,-0.34951,9.49000,171.10543,1006.64381,2.24016,Candidate
TOI-6082.01,725,3.59417,1.30908,100.00000,1.88200,,2.26794,0.04553,0.97500,1.38695,5541.00000,0.21317,7.81000,787.93444,1474.62774,2.15010,Candidate
TOI-836 b,727,3.81673,1.70400,580.00000,1.80500,4.53000,,0.04220,0.67800,0.66500,4552.00000,-0.85276,6.80400,78.83800,829.30380,7.90312,Confirmed
TOI-1695 b,728,3.13428,1.90000,1236.00000,1.31100,6.36000,,0.03355,0.51300,0.51500,3690.00000,-1.35360,8.81800,39.00000,697.15053,5.56251,Confirmed
TOI-1757.02,734,5.00971,1.63166,560.41596,0.94571,,3.29645,0.05071,0.69300,0.70716,4428.00000,-0.76144,9.60200,67.36605,797.38883,1.97978,Candidate
TOI-1806.03,735,0.50190,1.84519,1536.56831,0.94704,,4.06188,0.00906,0.39326,0.40158,3272.00000,-1.77852,10.01600,203.07512,1050.68869,12.25157,Candidate
TOI-6095.01,736,2.16132,1.86115,529.00000,1.28900,,4.12172,0.03159,0.90000,0.79735,5260.00000,-0.35806,8.90100,439.47967,1274.36717,5.65552,Candidate
TOI-6099.01,737,5.28876,1.81504,598.00000,2.28400,,3.94984,0.05349,0.73000,0.75231,4610.00000,-0.63770,7.87400,80.48812,833.66740,4.96353,Candidate
TOI-2096 b,738,3.11906,1.24300,2660.00000,1.07200,,2.07701,0.02500,0.23100,0.23500,3300.00000,-2.22768,11.02100,9.40000,488.28105,1.62600,Confirmed
TOI-2096 c,739,6.38784,1.91400,6360.00000,1.35400,,4.32240,0.04000,0.23100,0.23500,3300.00000,-2.22768,11.02100,3.70000,386.02007,1.48307,Confirmed
K2-415 b,740,4.01797,1.01500,2808.91180,1.11956,,1.02512,0.02700,0.16350,0.19650,3173.00000,-2.45469,9.89900,4.82000,412.29256,1.54834,Confirmed
TOI-6245.01,742,3.21499,0.90443,1438.82974,0.70227,,0.67800,0.02519,0.20635,0.23646,3106.00000,-2.32900,9.43800,7.38719,458.85945,1.56245,Candidate
TOI-4413.01,744,4.47199,1.08860,170.00000,2.61900,,1.31747,0.05185,0.93000,0.89406,5364.00000,-0.22462,8.52500,221.73951,1074.04048,1.51882,Candidate
TOI-6258.01,746,0.55709,1.21515,995.21721,0.99170,,1.95402,0.00950,0.36892,0.38016,3392.00000,-1.76356,9.67100,190.85854,1034.51734,8.59229,Candidate
TOI-6263.01,750,3.01787,0.93254,193.00000,2.67900,,0.75662,0.03730,0.76000,0.71126,4717.00000,-0.64659,7.54500,162.20182,993.28484,2.68807,Candidate
TOI-6265.01,751,5.79357,1.50506,133.00000,3.39500,,2.87406,0.06854,1.28000,1.36801,6387.13000,0.44809,6.81000,597.23548,1375.92981,3.40346,Candidate
TOI-6266.01,752,2.78955,0.98648,262.00000,1.96900,,0.92556,0.03659,0.84000,0.74025,5039.00000,-0.49717,7.22700,237.70980,1092.87791,4.74911,Candidate
TOI-733 b,753,4.88476,1.99200,478.00000,2.61000,5.72000,,0.06180,0.95600,0.94900,5585.00000,-0.08619,7.84500,207.10000,1065.41337,5.47770,Confirmed
TOI-5391.01,758,13.64214,1.78132,413.00000,3.52200,,3.82609,0.11506,1.09200,1.02364,5961.00000,0.07627,9.38300,90.03196,857.35178,1.34474,Candidate
TOI-6282.01,759,12.47516,1.57023,236.00000,3.93700,,3.08852,0.10965,1.13000,1.09383,6055.00000,0.16105,8.36000,120.51871,922.19656,1.42740,Candidate
TOI-6284.01,760,3.44759,0.82645,320.00000,1.73100,,0.49077,0.03461,0.46527,0.46773,3548.00000,-1.50539,7.46000,26.07582,628.95470,2.11373,Candidate
TOI-6324.01,761,0.27922,1.04315,779.00000,0.40900,,1.13072,0.00542,0.27221,0.29613,3358.00000,-1.99802,8.69100,342.16666,1197.06932,14.29103,Candidate
Kepler-1814 c,763,0.62628,1.76000,433.10000,1.18120,,3.74866,0.01330,0.79000,0.82300,4922.00000,-0.50574,13.39300,2011.27000,1803.84434,1.13907,Confirmed
LP 791-18 d,765,2.75344,1.03200,2702.43502,0.91520,0.90000,,0.01992,0.13900,0.18200,2960.00000,-2.63827,10.64400,5.83000,431.86470,1.41026,Confirmed
TOI-2081.02,769,5.10972,1.39968,540.18144,1.63550,,2.54083,0.04648,0.51321,0.51555,3742.00000,-1.32835,9.52300,21.72909,600.92501,1.12314,Candidate
TOI-4590.01,770,25.92135,1.91197,589.31715,2.12084,,4.31462,0.16109,0.83000,0.78668,5011.00000,-0.45401,8.32400,13.54703,533.97501,1.01222,Candidate
TOI-1752.01,772,0.93519,1.80329,1150.28712,0.76946,,3.90655,0.01509,0.52409,0.52699,3652.00000,-1.35158,10.54500,195.46582,1040.70487,6.10854,Candidate
TOI-2291.01,773,9.40588,1.97760,1425.93302,1.55603,,4.56905,0.06797,0.47353,0.47570,3869.00000,-1.34024,10.00200,9.88806,493.55734,1.18005,Candidate
TOI-2194 b,774,15.33760,1.98920,683.00000,2.73600,,4.61466,0.10928,0.74000,0.69090,4756.00000,-0.68955,5.86900,14.25260,566.12377,4.69735,Confirmed
TOI-1416 b,777,1.06976,1.62000,455.00000,1.50000,3.48000,,0.01900,0.79800,0.79300,4884.00000,-0.46008,7.70800,883.00000,1549.39831,12.96058,Confirmed
TOI-6541.01,779,5.89915,1.10097,275.00000,4.81500,,1.37194,0.06259,0.94000,0.76042,5419.38000,-0.34740,7.68800,114.70401,910.86608,2.51214,Candidate
WASP-84 c,783,1.44688,1.95000,532.00000,1.11100,15.20000,,0.02359,0.85300,0.76800,5238.00000,-0.32500,8.85500,1452.18000,1502.95476,7.80599,Confirmed
TOI-3485.02,787,6.03792,1.50630,469.00000,2.29700,,2.87809,0.05816,0.72000,0.77421,4554.00000,-0.63401,8.03500,68.65978,801.18994,3.33262,Candidate
TOI-411 b,788,4.04030,1.36200,143.39440,3.07400,,2.42578,0.05727,1.09800,1.11700,6169.00000,0.20919,6.98100,495.13900,1311.87902,3.24299,Confirmed
TOI-1680 b,789,4.80263,1.46600,4070.00000,1.18600,,2.74857,0.03144,0.17980,0.21060,3225.00000,-2.36251,10.82100,4.41000,402.89429,1.29921,Confirmed
TOI-784 b,790,2.79704,1.93000,481.00000,2.18500,9.67000,,0.03800,0.91000,0.90700,5558.00000,-0.19034,7.64000,413.89400,1279.62607,8.67385,Confirmed
TOI-2267.02,797,2.03444,0.90111,1142.09943,0.95825,,0.66912,0.01877,0.21305,0.24274,3022.00000,-2.35383,9.45900,12.57130,524.08886,2.07401,Candidate
TOI-6599.01,798,2.20592,1.03692,2594.73836,0.93952,,1.10671,0.01841,0.17107,0.20210,3075.00000,-2.48281,9.24800,9.70679,491.27961,4.03185,Candidate
HIP 29442 c,800,3.53796,1.55100,210.52811,2.42900,4.50000,,0.04518,0.90100,0.98000,5289.00000,-0.15490,7.58700,451.00000,1197.73783,3.64755,Confirmed
HIP 29442 d,801,6.42957,1.53800,207.01373,3.08000,5.14000,,0.06730,0.90100,0.98000,5289.00000,-0.15490,7.58700,203.00000,981.35773,2.40124,Confirmed
TOI-244 b,804,7.39722,1.52000,1060.00000,1.70000,2.68000,,0.05590,0.42800,0.42600,3433.00000,-1.64264,7.97000,7.30000,457.29239,1.95626,Confirmed
LHS 475 b,805,2.02909,0.99100,1101.00000,0.72500,,0.94086,0.02037,0.26200,0.27890,3300.00000,-2.06449,7.68600,20.80000,594.21261,6.06571,Confirmed
HIP 113103 b,806,7.61030,1.82900,596.00000,2.13840,,4.00157,0.06899,0.76100,0.74200,4930.00000,-0.57629,7.55700,55.73625,760.49140,4.20632,Confirmed
EPIC 212294561.01,807,2.76294,1.95968,520.00000,2.75800,,4.49900,0.03904,1.04000,0.78787,5794.00000,-0.20049,11.53000,413.47176,1255.07980,1.43648,Candidate
TOI-6652.01,810,3.83888,1.94813,350.00000,2.39100,,4.45408,0.04846,1.03000,1.00969,5745.00000,0.00023,8.26100,426.10627,1264.55977,4.46205,Candidate
TOI-6662.01,811,0.29395,0.93729,746.42319,0.54224,,0.77051,0.00588,0.31326,0.33188,3359.00000,-1.89850,8.45300,365.85883,1217.27377,15.76463,Candidate
TOI-6708.01,812,4.22909,1.91520,2605.43084,1.89435,,4.32699,0.03428,0.30046,0.32078,3264.00000,-1.97788,10.39100,8.95470,481.47380,2.05050,Candidate
